Date,Close
6/20/2000,35.179688
6/21/2000,35.351563
6/22/2000,35.367188
6/23/2000,35.367188
6/26/2000,34.875
6/27/2000,35.375
6/28/2000,35.375
6/29/2000,35.375
6/30/2000,35.375
7/3/2000,35.578125
7/5/2000,35.90625
7/6/2000,36.015625
7/7/2000,36.28125
7/10/2000,36.25
7/11/2000,36.234375
7/12/2000,36.0625
7/13/2000,36.03125
7/14/2000,35.953125
7/17/2000,36.109375
7/18/2000,36.21875
7/19/2000,35.78125
7/20/2000,35.828125
7/21/2000,36.34375
7/24/2000,36.640625
7/25/2000,36.625
7/26/2000,37.148438
7/27/2000,37.5625
7/28/2000,37.554688
7/31/2000,37.296875
8/1/2000,38.085938
8/2/2000,38.15625
8/3/2000,37.875
8/4/2000,37.28125
8/7/2000,37.28125
8/8/2000,37.34375
8/9/2000,37.375
8/10/2000,37.5625
8/11/2000,37.625
8/14/2000,37.71875
8/15/2000,37.5
8/16/2000,37.625
8/17/2000,37.679688
8/18/2000,37.34375
8/21/2000,37.203125
8/22/2000,37.3125
8/23/2000,36.90625
8/24/2000,36.648438
8/25/2000,36.59375
8/28/2000,36.648438
8/29/2000,36.3125
8/30/2000,36.5
8/31/2000,36.734375
9/1/2000,36.515625
9/5/2000,36.75
9/6/2000,37.039063
9/7/2000,37
9/8/2000,37.703125
9/11/2000,37.921875
9/12/2000,38.09375
9/13/2000,38
9/14/2000,37.9375
9/15/2000,37.96875
9/18/2000,37.453125
9/19/2000,37.570313
9/20/2000,37.5
9/21/2000,37.46875
9/22/2000,37.46875
9/25/2000,37.424999
9/26/2000,37.575001
9/27/2000,37.799999
9/28/2000,37.950001
9/29/2000,37.875
10/2/2000,37.525002
10/3/2000,37.049999
10/4/2000,36.525002
10/5/2000,36.700001
10/6/2000,36.625
10/9/2000,36.599998
10/10/2000,36.625
10/11/2000,36.349998
10/12/2000,35.775002
10/13/2000,35.849998
10/16/2000,36.299999
10/17/2000,35.799999
10/18/2000,35.174999
10/19/2000,35.450001
10/20/2000,35.325001
10/23/2000,35.049999
10/24/2000,34.75
10/25/2000,34.625
10/26/2000,34.724998
10/27/2000,35.150002
10/30/2000,35.325001
10/31/2000,35.275002
11/1/2000,35.424999
11/2/2000,35.549999
11/3/2000,35.450001
11/6/2000,35.549999
11/7/2000,35.599998
11/8/2000,35.75
11/9/2000,35.474998
11/10/2000,35.200001
11/13/2000,35.224998
11/14/2000,35.575001
11/15/2000,35.650002
11/16/2000,35.75
11/17/2000,35.59
11/20/2000,35.549999
11/21/2000,35.599998
11/22/2000,35.450001
11/24/2000,35.450001
11/27/2000,35.5
11/28/2000,35.625
11/29/2000,35.674999
11/30/2000,36
12/1/2000,36.025002
12/4/2000,36.150002
12/5/2000,36.150002
12/6/2000,36.900002
12/7/2000,36.75
12/8/2000,37.099998
12/11/2000,37.375
12/12/2000,37.549999
12/13/2000,37.5
12/14/2000,37.299999
12/15/2000,37.474998
12/18/2000,38.125
12/19/2000,38.150002
12/20/2000,37.375
12/21/2000,37.474998
12/22/2000,37.325001
12/26/2000,37.299999
12/27/2000,37.75
12/28/2000,38.299999
12/29/2000,37.974998
1/2/2001,37.650002
1/3/2001,38.099998
1/4/2001,37.849998
1/5/2001,37.424999
1/8/2001,37.375
1/9/2001,37.549999
1/10/2001,37.375
1/11/2001,37.424999
1/12/2001,37.474998
1/16/2001,37.5
1/17/2001,37.66
1/18/2001,37.549999
1/19/2001,37.700001
1/22/2001,37.650002
1/23/2001,38
1/24/2001,38.125
1/25/2001,38.174999
1/26/2001,38.150002
1/29/2001,38.174999
1/30/2001,38.325001
1/31/2001,38.150002
2/1/2001,38.174999
2/2/2001,38.025002
2/5/2001,38.049999
2/6/2001,37.950001
2/7/2001,37.724998
2/8/2001,37.700001
2/9/2001,37.34
2/12/2001,37.32
2/13/2001,37.360001
2/14/2001,37.470001
2/15/2001,37.605
2/16/2001,37.525002
2/20/2001,37.485001
2/21/2001,37.195
2/22/2001,36.75
2/23/2001,36.904999
2/26/2001,37.075001
2/27/2001,37.470001
2/28/2001,37.625
3/1/2001,37.68
3/2/2001,38.105
3/5/2001,38.049999
3/6/2001,37.919998
3/7/2001,38.200001
3/8/2001,38.275002
3/9/2001,38.09
3/12/2001,37.59
3/13/2001,37.634998
3/14/2001,37.279999
3/15/2001,37.200001
3/16/2001,36.950001
3/19/2001,37.275002
3/20/2001,37.625
3/21/2001,36.945
3/22/2001,36.605
3/23/2001,36.720001
3/26/2001,37.360001
3/27/2001,37.349998
3/28/2001,37.224998
3/29/2001,37.349998
3/30/2001,37.470001
4/2/2001,37.650002
4/3/2001,37.25
4/4/2001,37.215
4/5/2001,37.799999
4/6/2001,37.424999
4/9/2001,37.505001
4/10/2001,37.650002
4/11/2001,36.904999
4/12/2001,36.845001
4/16/2001,37.195
4/17/2001,37.330002
4/18/2001,37.799999
4/19/2001,37.959999
4/20/2001,37.810001
4/23/2001,37.5
4/24/2001,37.689999
4/25/2001,37.720001
4/26/2001,38.259998
4/27/2001,38.785
4/30/2001,38.68
5/1/2001,38.73
5/2/2001,38.650002
5/3/2001,38.674999
5/4/2001,38.494999
5/7/2001,38.424999
5/8/2001,38.150002
5/9/2001,38.305
5/10/2001,38.369999
5/11/2001,38.34
5/14/2001,38.325001
5/15/2001,38.634998
5/16/2001,38.724998
5/17/2001,39
5/18/2001,39.25
5/21/2001,39.365002
5/22/2001,39.549999
5/23/2001,39.775002
5/24/2001,39.91
5/25/2001,39.799999
5/29/2001,39.674999
5/30/2001,39.400002
5/31/2001,39.564999
6/1/2001,39.599998
6/4/2001,39.715
6/5/2001,39.950001
6/6/2001,40.099998
6/7/2001,40.154999
6/8/2001,39.695
6/11/2001,40.035
6/12/2001,40.375
6/13/2001,40.474998
6/14/2001,40.355
6/15/2001,40.220001
6/18/2001,40.439999
6/19/2001,40.400002
6/20/2001,40.779999
6/21/2001,40.935001
6/22/2001,40.75
6/25/2001,40.509998
6/26/2001,40.974998
6/27/2001,40.775002
6/28/2001,41.125
6/29/2001,41.165001
7/2/2001,41.474998
7/3/2001,41.525002
7/5/2001,41.375
7/6/2001,41.314999
7/9/2001,40.575001
7/10/2001,40.630001
7/11/2001,40.299999
7/12/2001,40.695
7/13/2001,40.860001
7/16/2001,40.814999
7/17/2001,40.834999
7/18/2001,41.095001
7/19/2001,40.904999
7/20/2001,40.799999
7/23/2001,40.75
7/24/2001,40.424999
7/25/2001,40.375
7/26/2001,40.645
7/27/2001,40.695
7/30/2001,40.349998
7/31/2001,40.455002
8/1/2001,40.625
8/2/2001,40.869999
8/3/2001,41.075001
8/6/2001,41.174999
8/7/2001,41.205002
8/8/2001,41.314999
8/9/2001,41.5
8/10/2001,41.75
8/13/2001,41.764999
8/14/2001,41.965
8/15/2001,42.165001
8/16/2001,42.41
8/17/2001,42.474998
8/20/2001,42.599998
8/21/2001,43.014999
8/22/2001,42.950001
8/23/2001,42.825001
8/24/2001,42.424999
8/27/2001,42.654999
8/28/2001,42.450001
8/29/2001,41.939999
8/30/2001,41.654999
8/31/2001,41.549999
9/4/2001,41.575001
9/5/2001,41.235001
9/6/2001,40.865002
9/7/2001,40.599998
9/10/2001,40.415001
9/17/2001,38.849998
9/18/2001,39.41
9/19/2001,38.950001
9/20/2001,38.060001
9/21/2001,37.025002
9/24/2001,37.650002
9/25/2001,38.084999
9/26/2001,38.900002
9/27/2001,39
9/28/2001,39.630001
10/1/2001,38.66
10/2/2001,38.400002
10/3/2001,37.665001
10/4/2001,38.154999
10/5/2001,37.900002
10/8/2001,37.900002
10/9/2001,37.990002
10/10/2001,38.505001
10/11/2001,38.799999
10/12/2001,38.849998
10/15/2001,38.900002
10/16/2001,38.549999
10/17/2001,38.305
10/18/2001,38
10/19/2001,37.669998
10/22/2001,37.345001
10/23/2001,37.365002
10/24/2001,36.825001
10/25/2001,37.099998
10/26/2001,36.974998
10/29/2001,37.174999
10/30/2001,37.009998
10/31/2001,37.209999
11/1/2001,37.935001
11/2/2001,37.599998
11/5/2001,37.625
11/6/2001,38.220001
11/7/2001,38.209999
11/8/2001,38.205002
11/9/2001,38.07
11/12/2001,38.25
11/13/2001,38.48
11/14/2001,38.919998
11/15/2001,39.025002
11/16/2001,39.299999
11/19/2001,39.205002
11/20/2001,39.174999
11/21/2001,39.174999
11/23/2001,39.400002
11/26/2001,39.419998
11/27/2001,39.275002
11/28/2001,39.424999
11/29/2001,39.474998
11/30/2001,39.650002
12/3/2001,39.584999
12/4/2001,39.950001
12/5/2001,40.130001
12/6/2001,40.215
12/7/2001,40.419998
12/10/2001,40.044998
12/11/2001,40.224998
12/12/2001,39.924999
12/13/2001,39.555
12/14/2001,39.150002
12/17/2001,39.695
12/18/2001,39.625
12/19/2001,39.610001
12/20/2001,39.285
12/21/2001,39.474998
12/24/2001,39.75
12/26/2001,39.799999
12/27/2001,39.900002
12/28/2001,40.125
12/31/2001,39.900002
1/2/2002,40.125
1/3/2002,40.25
1/4/2002,40.244999
1/7/2002,40.139999
1/8/2002,40.075001
1/9/2002,40.044998
1/10/2002,39.945
1/11/2002,39.945
1/14/2002,40.080002
1/15/2002,40.075001
1/16/2002,40
1/17/2002,40.099998
1/18/2002,39.950001
1/22/2002,40.02
1/23/2002,39.950001
1/24/2002,39.775002
1/25/2002,39.834999
1/28/2002,39.849998
1/29/2002,39.580002
1/30/2002,39.970001
1/31/2002,39.945
2/1/2002,40.099998
2/4/2002,40.095001
2/5/2002,40
2/6/2002,39.75
2/7/2002,39.775002
2/8/2002,39.75
2/11/2002,40.125
2/12/2002,40
2/13/2002,40.119999
2/14/2002,40.299999
2/15/2002,40.525002
2/19/2002,40.365002
2/20/2002,40.525002
2/21/2002,40.25
2/22/2002,40.724998
2/25/2002,40.794998
2/26/2002,40.834999
2/27/2002,40.75
2/28/2002,40.735001
3/1/2002,41.150002
3/4/2002,41.595001
3/5/2002,42.134998
3/6/2002,42.43
3/7/2002,42.450001
3/8/2002,41.875
3/11/2002,41.544998
3/12/2002,41.389999
3/13/2002,41.59
3/14/2002,41.825001
3/15/2002,42.049999
3/18/2002,42.025002
3/19/2002,42.224998
3/20/2002,42.150002
3/21/2002,42.299999
3/22/2002,42.494999
3/25/2002,42.049999
3/26/2002,42.404999
3/27/2002,42.720001
3/28/2002,42.599998
4/1/2002,42.650002
4/2/2002,42.724998
4/3/2002,42.709999
4/4/2002,42.799999
4/5/2002,43.195
4/8/2002,43.584999
4/9/2002,43.924999
4/10/2002,44.424999
4/11/2002,44.220001
4/12/2002,44.695
4/15/2002,44.470001
4/16/2002,43.75
4/17/2002,43.185001
4/18/2002,43.375
4/19/2002,43.145
4/22/2002,42.639999
4/23/2002,42
4/24/2002,42.27
4/25/2002,42.465
4/26/2002,42.32
4/29/2002,42.075001
4/30/2002,42.724998
5/1/2002,43.084999
5/2/2002,43.619999
5/3/2002,43.619999
5/6/2002,43.259998
5/7/2002,43.025002
5/8/2002,42.875
5/9/2002,42.375
5/10/2002,42
5/13/2002,42.259998
5/14/2002,42.474998
5/15/2002,42.720001
5/16/2002,42.540001
5/17/2002,42.759998
5/20/2002,42.450001
5/21/2002,42.299999
5/22/2002,42.099998
5/23/2002,43.044998
5/24/2002,43.075001
5/28/2002,43.25
5/29/2002,43.625
5/30/2002,43.400002
5/31/2002,43.549999
6/3/2002,43.5
6/4/2002,43.549999
6/5/2002,43.575001
6/6/2002,43.400002
6/7/2002,43.275002
6/10/2002,43.5
6/11/2002,43.599998
6/12/2002,43.505001
6/13/2002,43.525002
6/14/2002,42.715
6/17/2002,42.924999
6/18/2002,42.810001
6/19/2002,42.875
6/20/2002,43.035
6/21/2002,43.419998
6/24/2002,43.259998
6/25/2002,43.5
6/26/2002,43.349998
6/27/2002,43.52
6/28/2002,43.599998
7/1/2002,43.32
7/2/2002,42.875
7/3/2002,42.299999
7/5/2002,42.474998
7/8/2002,42.224998
7/9/2002,41.805
7/10/2002,41.275002
7/11/2002,40.525002
7/12/2002,40.375
7/15/2002,40.07
7/16/2002,40.099998
7/17/2002,40.150002
7/18/2002,39.105
7/19/2002,38.395
7/22/2002,37.799999
7/23/2002,36.474998
7/24/2002,36.700001
7/25/2002,37.674999
7/26/2002,39
7/29/2002,40.724998
7/30/2002,41.349998
7/31/2002,41.544998
8/1/2002,40.970001
8/2/2002,40.07
8/5/2002,39.380001
8/6/2002,39.48
8/7/2002,40.299999
8/8/2002,40.310001
8/9/2002,39.805
8/12/2002,40.27
8/13/2002,39.82
8/14/2002,40.110001
8/15/2002,40.349998
8/16/2002,40.799999
8/19/2002,40.740002
8/20/2002,40.575001
8/21/2002,40.775002
8/22/2002,40.895
8/23/2002,40.875
8/26/2002,41.16
8/27/2002,41.349998
8/28/2002,41.695
8/29/2002,41.5
8/30/2002,41.695
9/3/2002,41.259998
9/4/2002,41.365002
9/5/2002,41.224998
9/6/2002,41.235001
9/9/2002,41.305
9/10/2002,41.235001
9/11/2002,41.299999
9/12/2002,41
9/13/2002,40.575001
9/16/2002,40.525002
9/17/2002,40.130001
9/18/2002,40.125
9/19/2002,39.825001
9/20/2002,40
9/23/2002,39.884998
9/24/2002,39.445
9/25/2002,39.345001
9/26/2002,39.805
9/27/2002,39.525002
9/30/2002,39.075001
10/1/2002,38.965
10/2/2002,38.525002
10/3/2002,38.700001
10/4/2002,37.869999
10/7/2002,36.75
10/8/2002,36.299999
10/9/2002,35.439999
10/10/2002,36.299999
10/11/2002,37.099998
10/14/2002,36.634998
10/15/2002,37.349998
10/16/2002,37.150002
10/17/2002,37.5
10/18/2002,37.625
10/21/2002,37.450001
10/22/2002,36.709999
10/23/2002,36.724998
10/24/2002,37.174999
10/25/2002,37.735001
10/28/2002,37.474998
10/29/2002,37.25
10/30/2002,37.235001
10/31/2002,37.494999
11/1/2002,37.715
11/4/2002,38.299999
11/5/2002,38.32
11/6/2002,38.724998
11/7/2002,38.544998
11/8/2002,38.220001
11/11/2002,37.974998
11/12/2002,38.224998
11/13/2002,37.865002
11/14/2002,38.639999
11/15/2002,38.669998
11/18/2002,38.355
11/19/2002,38.5
11/20/2002,38.619999
11/21/2002,38.775002
11/22/2002,38.959999
11/25/2002,39.005001
11/26/2002,38.945
11/27/2002,39.25
11/29/2002,39.310001
12/2/2002,39.400002
12/3/2002,39.5
12/4/2002,39.150002
12/5/2002,39.174999
12/6/2002,39.220001
12/9/2002,39.32
12/10/2002,39.174999
12/11/2002,39.145
12/12/2002,39.195
12/13/2002,38.215
12/16/2002,38.334999
12/17/2002,38.200001
12/18/2002,38.044998
12/19/2002,37.845001
12/20/2002,38.099998
12/23/2002,38.075001
12/24/2002,38.400002
12/26/2002,38.299999
12/27/2002,38.275002
12/30/2002,38.369999
12/31/2002,38.650002
1/2/2003,38.650002
