Asset,Correlaries,Prediction Distance,Corollary Distances,Diff,Unused Corollaries,Years Not worked,Years Up,Years Down,Year Worked,Continuous Difference,Average difference,Standard Deviation,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",5,"1 ,5 ,10 ,20 ,63",FALSE,,,13,4,17,0.16861974107688300,0.0012472484850017200,,0.005200066940947320,0.00035639219371197400,0.01840324479856680,-0.041531374047626600,-0.006159541710970550,0.016277387700006000,0.007401228901254610,-0.0025501837556294300,0.00017329692266265800,0.003371845223206990,4.1645802609791E-05,0.0038788096459545500,2.00381930137716E-05,0.004445730163001870,-0.0046010526083182200,0.00784080868454251,0.008634881198095300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",5,"1 ,5 ,10 ,20",FALSE,,,11,6,17,0.2831869992650920,0.0029826940106139800,,0.0030419729799633400,-0.0008666076679737510,0.018765449290343300,-0.016968928750182600,-0.004314211483192670,0.016834204586228200,0.00836442607101362,-0.002799734385657620,0.0001576545818819940,0.004522568481662100,0.0014249158516095300,0.0035817229034094100,-9.24253633545202E-05,0.004469019851482740,-0.0025023611530457000,0.008652638235537860,0.00843549415071243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",5,"1 ,5 ,10",FALSE,,,11,6,17,0.32003961148822200,0.003383055446327850,,0.00299674452241927,-0.000938053767543634,0.02166309629533640,-0.015685362848423300,-0.003609215964972100,0.01647157469519580,0.008243132398384920,-0.0030920431067913400,0.0014685339464581800,0.005596777315539650,0.0014438628420030400,0.003516716429833980,-0.00012429499641597500,0.005259522382132340,-0.0019795288031867500,0.0074602401902383900,0.008820241057364560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",5,"1 ,5",FALSE,,,15,2,17,0.2810669216727070,0.0036208856047879000,,0.00204039552796198,0.0005336689741641810,0.007761923539024830,-0.0037197015949370600,0.0019934692327119300,0.01496125722592320,0.007208917767872910,0.0024075388218276500,0.001844483225029950,0.007049783936991850,0.0012718672306260000,0.0031226694324768500,0.0018449752201873400,0.0036932630326196300,-0.0032759339183479100,0.008994887055251420,0.003821590572009590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",5,1,FALSE,,,13,4,17,0.17700051314684700,0.0023436071808288200,,0.001572984998069680,-0.000862268859240567,0.004757159302144040,-0.005864941575236320,0.002136545112189750,0.010732197132125000,0.002902117678342140,0.0038583805341283500,-0.000442681279609225,0.0030579471721181600,0.0022781921092454000,0.002784336715527140,-0.0005786798450042600,0.002746778270767530,0.0028614969355065200,0.006564986414077320,0.0013367712589392700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",5,"10 ,20 ,63 ,126 ,252",FALSE,,,14,3,17,0.20911523315992800,0.002469136312465780,,0.005852073384023720,0.0016639034089409600,0.008687047389846830,0.013305462822596800,-0.007778004709017460,0.010456068839916700,0.0012339552189424300,-0.01551129391123850,0.006414937703650200,0.002194050399216160,0.0014893492840932800,0.001821585168526370,6.29099192139826E-05,0.002903455845995720,-0.003236621206337940,0.0030566847544242200,0.009359752999124730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",5,"10 ,20 ,63 ,126 ,252",FALSE,,"2006 ,2007",11,4,15,0.27147458270513900,0.005139389855658830,,0.0,0.0,0.0013567803491552100,0.03898346702328250,0.009140241619486790,0.013153311309388000,0.0037310648741790700,-0.0023975781604113100,0.00433602154558943,0.0015622095333847100,-0.00992181668700276,0.0011222138035775800,0.0037329190761179500,0.007797289314935170,-0.004570478505916630,-0.00021767242006420800,0.009282875159180910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",10,"10 ,20 ,63 ,126 ,252",FALSE,,"2006 ,2007",9,6,15,0.016864726591753900,0.0017779383782074300,,0.0,0.0,-0.02659782723898050,0.04264225700909160,0.00926970916385983,0.01660440720913290,0.0002675015535607010,-0.006167817198847740,0.009411234246258230,-0.0011801254824752600,-0.014390631721794100,0.002570006900447060,0.0038413505458256800,0.01670446774317910,-0.028400703591166900,-0.006234441896389550,0.008329688431410350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",10,"1 ,5 ,10 ,20 ,63 ,126 ,252",FALSE,,"2006 ,2007",9,6,15,0.042019248431135000,0.00198006639106106,,0.0,0.0,-0.021660515130105800,0.033953827710171400,0.006032771161984970,0.021499179457820300,-0.00041522107728875200,-0.004565865203941310,0.008397571551358670,0.000380870564764324,-0.013257464711415000,0.0025909612070804700,0.0036557106056909200,0.015831475965767400,-0.026119246567088100,-0.004327063271070130,0.007704003602186480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",10,"1 ,5 ,10 ,20 ,63 ,126 ,252",FALSE,,,11,6,17,0.10456618655660200,0.0012956299716487300,,0.010728060896281900,-0.0004474850921407650,0.0026454836819613800,0.009814768253195270,-0.00940656887606206,0.010997317807612400,-0.003065563526337910,-0.022940706991988200,0.013070340592982400,0.0028388868533282300,0.001463155016599990,0.004763826524303740,-0.0011286929869294100,0.0099731024380032,-0.01604672668067810,0.0002921740415278150,0.008474337566368620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",10,"10 ,20 ,63 ,126 ,252",FALSE,,,9,8,17,0.04872023192523490,0.0007212941010811990,,0.01099967036942910,-0.0006643854677934600,-0.0018463222365997500,0.012744466006010300,-0.009311214638468850,0.009243856854318280,-0.003744461053800890,-0.023538881634847900,0.01372527364169530,0.0012096138999535500,0.001712818494239430,0.004030583457625750,-0.0007757230510285760,0.010778729665688000,-0.01778985437343030,-0.002005766349526760,0.007493596134917070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",10,"10 ,20 ,63 ,126",FALSE,,,11,6,17,0.16369908933471600,0.0020004585341711400,,0.01210722909479480,-0.0024413665686757700,0.008031870465600390,0.019123212867556000,-0.004667301318280750,0.011277123507178500,-0.002929344666162680,-0.024509077847013400,0.011310220005886600,0.003508506705600770,0.0007592681170547340,0.0029123361122185300,0.001477570392900090,0.012200886441044600,-0.02005052237982350,-0.0025283552135870700,0.008425539364617760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",10,"10 ,20 ,63",FALSE,,,9,8,17,-0.058401754164655100,-0.0010419131286060100,,0.010298063376312100,-0.002165228254662920,0.0018221219503596900,-0.01673256294181940,-0.009423588420651050,-0.0020681402077362700,-0.0023811567315814600,-0.0005620868998694740,0.007759072089206900,0.0014651951563227100,-0.002653005052677630,0.005711145815703980,0.00159067810183533,0.012090742894119500,-0.03008575496516740,0.003410511153790540,0.004211469750212690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",10,"1 ,5 ,10 ,20 ,63",FALSE,,,10,7,17,0.003191389475787790,-0.0003471995054378880,,0.010076676611904000,-0.0018784977953005800,0.006206502725368160,-0.01880901877242040,-0.008883625137458220,0.00024444623703168100,-0.001621969317359580,-0.0004948489860505670,0.007162920037765200,0.0032072323572555100,-0.0028424300643528100,0.006419976690746450,0.0012331812399853900,0.011223540245538300,-0.02821140388592890,0.00577728809853939,0.005287638122292830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",10,"1 ,5 ,10 ,20 ,63 ,126",FALSE,,,11,6,17,0.21773570891796000,0.0025380134775587700,,0.01192575386916440,-0.0022265280104782900,0.01237417626470620,0.015622525180634300,-0.004561554425134730,0.012977654059079400,-0.0022167346654857800,-0.024094654959582400,0.010662100955213500,0.005141351826239200,0.0005118136192951980,0.0036373339640556300,0.0011268240816129100,0.011386240839939700,-0.018334476503617300,-0.0002173732510515340,0.009431776273908790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",10,"1 ,5 ,10 ,20 ,63 ,126",FALSE,,,9,8,17,0.1017064939559050,0.0016905395058042000,,0.01888140544731050,-0.0019499614616556000,-0.0018222154441509500,0.03751919443891730,-0.03396316521239660,0.020287106946708500,-0.008126464353023890,-0.008767039437209910,0.0073229967961909700,0.005076860629005810,-0.0023515829618905300,0.0048715844070641400,8.19254499747624E-05,0.010618536095908800,-0.023485180861246800,-0.003557897998062830,0.00810306911722769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",10,"1 ,5 ,10 ,20 ,63 ,126 ,252",FALSE,,"2006 ,2007",9,6,15,0.042019248431135000,0.00198006639106106,,0.0,0.0,-0.021660515130105800,0.033953827710171400,0.006032771161984970,0.021499179457820300,-0.00041522107728875200,-0.004565865203941310,0.008397571551358670,0.000380870564764324,-0.013257464711415000,0.0025909612070804700,0.0036557106056909200,0.015831475965767400,-0.026119246567088100,-0.004327063271070130,0.007704003602186480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",10,"1 ,5 ,10 ,126",FALSE,,,9,8,17,0.2536895800953830,0.0038745806435206900,,0.0065199086106291200,-0.004489197753906550,0.006041031984215240,0.06279744295628050,-0.014200923287072800,-0.001875498758938220,-0.0015387604998298200,-0.008917075856767150,0.007633966772153440,0.011264969528665800,-0.005785226352377880,0.0057811354813737100,0.003798284509165640,0.006395376953901130,-0.010077361961158000,-0.004290364955005680,0.006810163568523150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",10,"1 ,5 ,10 ,20 ,126",FALSE,,,11,6,17,0.1659603321710270,0.0028973333560728600,,0.004953807918071320,-0.005789185757978380,0.00010639062836714800,0.06925849218149120,-0.027828217877423200,0.013352226741867800,0.0012581425343478600,-0.005464993092892950,0.005935522164548510,0.005561942234740160,-0.006800832038649230,0.0052706851203729900,0.00450809561002663,0.010865837051178100,-0.028431651438963800,-0.004080597840945280,0.006579002915079740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",10,"1 ,5 ,10 ,126 ,252",FALSE,,"2006 ,2007",10,5,15,0.14877671385160000,0.003715451841147710,,0.0,0.0,-0.01329297572991000,0.03410086574167790,0.024607004531995900,0.008482875079582900,0.0046233086613853800,-0.004538221755377330,0.006354011423212790,0.004035199109066360,-0.01663908480421040,0.002894600189107920,0.00770943765898624,0.011385684119788600,-0.013569850976034900,-0.005706132882649100,0.005285057250593360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",20,"1 ,5 ,10 ,20 ,63 ,126 ,252",FALSE,,,7,10,17,-0.2831171889821410,-0.002825842691199570,,0.013585966272757800,-0.007467194391345800,-0.036607484143579500,-0.02216195809641280,0.004678879349629520,0.027026967887642700,-0.012276184732949100,-0.03252183064936800,0.018726757253192400,-0.0029208340136953600,-0.000927656589155168,0.01315746360257600,-0.002894105302384210,0.018593755604254100,-0.02462708127209610,-0.0022043299864547000,0.0007995434569956220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",20,"10 ,20 ,63 ,126 ,252",FALSE,,,7,10,17,-0.2827367327605590,-0.002809981225718600,,0.014049931770873300,-0.007517060788713950,-0.03782224563002550,-0.021254571773925900,0.004246043622122780,0.026137246983150500,-0.013151493285789500,-0.033346067285250100,0.019405330265591700,-0.0034172083511124800,-0.0008606365438657000,0.012981191681651600,-0.0033252815990889600,0.019651908972343300,-0.02268774528969480,-0.0029077004909592300,0.0020486769054768300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd",20,"20 ,63 ,126 ,252",FALSE,,,8,9,17,-0.30436689452715100,-0.0033183541334112500,,0.014308765511153600,-0.007242183698475400,-0.038038842835468700,-0.03643998543863590,0.007303319333889170,0.024536895753506600,-0.01338437592962640,-0.034852431977816700,0.019037869035095000,-0.0025387034665026500,0.00045664408275425400,0.012861161451725300,-0.004895285479239790,0.021801412230141500,-0.01798449520955290,-0.003008091007165480,0.001666307376227190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",20,"1 ,5 ,10 ,20 ,63 ,126 ,252",FALSE,,"2006 ,2007",8,7,15,-0.3450928132643110,-0.0024611564778316100,,0.0,0.0,-0.07240272275957140,0.006568644995484260,0.041734168187757200,0.025295184187635900,-0.0014493215781801200,-0.011656500202206900,0.00927983501591867,-0.012029779380629500,-0.0280790172392249,0.007184595764799130,0.0071610776822780300,0.02882615751554710,-0.029296938256538700,-0.009660289489915820,0.0016075583893729900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnd,"sp ,bnd ,jp ,eu",20,"10 ,20 ,63 ,126 ,252",FALSE,,"2006 ,2007",8,7,15,-0.32487738392643500,-0.0021343151156716300,,0.0,0.0,-0.07147371791900830,0.006765028903417350,0.04292395654404200,0.023886330541908400,-0.0024957845034281300,-0.012039678190211200,0.010261339255720700,-0.012226785206154100,-0.028223522779966500,0.007138908526267860,0.0062700915341767900,0.030203803119210900,-0.025863025153326100,-0.010334692391787700,0.0031930209840636000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
