Date,Close,High,Low,Open,Adj Close,Volume,yahoo finance
1/29/1988,125.239998,125.349998,124.309998,124.309998,125.239998,211880000,
2/1/1988,125.720001,126.220001,125.239998,125.239998,125.720001,210660000,
2/2/1988,125.940002,125.940002,125.300003,125.730003,125.940002,164920000,
2/3/1988,125.379997,126.32,125.330002,125.949997,125.379997,237270000,
2/4/1988,125.510002,125.599998,125.07,125.389999,125.510002,186490000,
2/5/1988,125.769997,125.989998,125.25,125.510002,125.769997,161310000,
2/8/1988,125.260002,125.769997,124.940002,125.769997,125.260002,168850000,
2/9/1988,125.519997,125.519997,125.080002,125.260002,125.519997,162350000,
2/10/1988,127.160004,127.18,125.510002,125.510002,127.160004,187980000,
2/11/1988,128.029999,128.220001,127.160004,127.160004,128.029999,200760000,
2/12/1988,129.210007,129.210007,128.029999,128.029999,129.210007,177190000,
2/16/1988,129.899994,129.910004,129.160004,129.210007,129.899994,135380000,
2/17/1988,130.220001,130.660004,129.910004,129.910004,130.220001,176830000,
2/18/1988,130.570007,130.679993,130.070007,130.229996,130.570007,151430000,
2/19/1988,131.229996,131.229996,130.559998,130.570007,131.229996,180300000,
2/22/1988,132.369995,132.369995,131.130005,131.229996,132.369995,178930000,
2/23/1988,132.520004,132.559998,132.130005,132.360001,132.520004,192260000,
2/24/1988,133.419998,133.419998,132.509995,132.529999,133.419998,212730000,
2/25/1988,134.009995,134.800003,133.419998,133.419998,134.009995,213490000,
2/26/1988,134.169998,134.169998,133.869995,134,134.169998,158060000,
2/29/1988,136.100006,137.690002,134.169998,134.169998,136.100006,236050000,
3/1/1988,136.259995,136.479996,136.070007,136.100006,136.259995,199990000,
3/2/1988,137.360001,137.380005,136.259995,136.259995,137.360001,199630000,
3/3/1988,137.75,137.929993,137.350006,137.360001,137.75,203310000,
3/4/1988,138.059998,138.059998,137.389999,137.779999,138.059998,201410000,
3/7/1988,139.059998,139.059998,137.449997,138.070007,139.059998,152980000,
3/8/1988,140.360001,140.559998,139.070007,139.070007,140.360001,237680000,
3/9/1988,141.639999,141.690002,140.360001,140.360001,141.639999,210900000,
3/10/1988,140.509995,141.899994,140.490005,141.649994,140.509995,197260000,
3/11/1988,140.589996,140.589996,139.639999,140.520004,140.589996,200020000,
3/14/1988,140.839996,140.880005,140.479996,140.580002,140.839996,131890000,
3/15/1988,140.940002,141.089996,140.679993,140.839996,140.940002,133170000,
3/16/1988,141.910004,141.910004,140.910004,140.949997,141.910004,153590000,
3/17/1988,142.690002,142.690002,141.899994,141.910004,142.690002,211920000,
3/18/1988,142.720001,143.380005,142.679993,142.679993,142.720001,245750000,
3/21/1988,141.960007,142.759995,141.649994,142.720001,141.960007,128830000,
3/22/1988,142.350006,142.350006,141.960007,141.960007,142.350006,142000000,
3/23/1988,143.070007,143.070007,142.339996,142.339996,143.070007,167370000,
3/24/1988,141.429993,143.100006,141.080002,143.059998,141.429993,184910000,
3/25/1988,140.380005,141.570007,140.300003,141.440002,140.380005,163170000,
3/28/1988,139.210007,140.369995,138.869995,140.369995,139.210007,142820000,
3/29/1988,140.360001,140.360001,139.210007,139.210007,140.360001,152690000,
3/30/1988,140.029999,140.839996,140.020004,140.360001,140.029999,151810000,
3/31/1988,142.149994,142.160004,139.509995,140.039993,142.149994,139870000,
4/4/1988,140.399994,142.139999,140.25,142.139999,140.399994,182240000,
4/5/1988,140.720001,140.720001,140.179993,140.410004,140.720001,135290000,
4/6/1988,142.110001,142.110001,140.619995,140.710007,142.110001,189760000,
4/7/1988,142.880005,143.009995,142.110001,142.110001,142.880005,177840000,
4/8/1988,144.100006,144.119995,142.869995,142.869995,144.100006,169300000,
4/11/1988,144.690002,144.690002,144.110001,144.110001,144.690002,146370000,
4/12/1988,145.320007,145.330002,144.679993,144.679993,145.320007,146400000,
4/13/1988,145.199997,145.460007,144.759995,145.320007,145.199997,185120000,
4/14/1988,141.669998,145.199997,141.470001,145.199997,141.669998,211810000,
4/15/1988,141.119995,141.679993,139.570007,141.679993,141.119995,234160000,
4/18/1988,142.089996,142.089996,140.699997,141.130005,142.089996,144650000,
4/19/1988,142.550003,143.289993,142.070007,142.080002,142.550003,161910000,
4/20/1988,141.699997,142.559998,141.550003,142.559998,141.699997,147590000,
4/21/1988,141.259995,142.139999,141.110001,141.690002,141.259995,168440000,
4/22/1988,141.699997,141.699997,141.199997,141.270004,141.699997,152520000,
4/25/1988,142.25,142.460007,141.690002,141.699997,142.25,156950000,
4/26/1988,143.119995,143.220001,142.25,142.25,143.119995,152300000,
4/27/1988,143.649994,143.669998,143.119995,143.119995,143.649994,133810000,
4/28/1988,144.070007,144.160004,143.440002,143.660004,144.070007,128680000,
4/29/1988,145.009995,145.009995,143.410004,144.059998,145.009995,135620000,
5/2/1988,144.729996,145.050003,144.389999,145.009995,144.729996,136470000,
5/3/1988,145.320007,145.350006,144.740005,144.740005,145.320007,176920000,
5/4/1988,145.220001,145.529999,145.139999,145.330002,145.220001,141320000,
5/5/1988,144.779999,145.25,144.5,145.220001,144.779999,171840000,
5/6/1988,144.639999,144.899994,144.559998,144.789993,144.639999,129080000,
5/9/1988,143.710007,144.649994,143.520004,144.639999,143.710007,166320000,
5/10/1988,143.339996,143.75,143.059998,143.710007,143.339996,131200000,
5/11/1988,140.970001,143.350006,140.75,143.350006,140.970001,176720000,
5/12/1988,141.289993,141.350006,140.949997,140.970001,141.289993,143880000,
5/13/1988,142.169998,142.169998,141,141.300003,142.169998,147240000,
5/16/1988,142.179993,142.429993,141.839996,142.160004,142.179993,155010000,
5/17/1988,141.75,143.070007,141.740005,142.169998,141.75,133850000,
5/18/1988,139.919998,141.729996,139.770004,141.729996,139.919998,209420000,
5/19/1988,139.600006,139.919998,138.410004,139.919998,139.600006,165160000,
5/20/1988,140.149994,140.149994,139.419998,139.600006,140.149994,120600000,
5/23/1988,139.199997,140.149994,136.289993,140.139999,139.199997,102640000,
5/24/1988,139.460007,139.460007,139.050003,139.210007,139.460007,139930000,
5/25/1988,139.789993,139.889999,139.449997,139.449997,139.789993,138310000,
5/26/1988,140.279999,140.279999,139.289993,139.789993,140.279999,164260000,
5/27/1988,140.089996,140.309998,139.970001,140.289993,140.089996,133590000,
5/31/1988,141.369995,141.369995,140.080002,140.110001,141.369995,247610000,
6/1/1988,142.869995,142.869995,141.369995,141.369995,142.869995,234560000,
6/2/1988,142.800003,142.929993,142.470001,142.880005,142.800003,193540000,
6/3/1988,143.5,143.5,142.779999,142.800003,143.5,189600000,
6/6/1988,144.179993,144.190002,143.440002,143.5,144.179993,152460000,
6/7/1988,144.210007,144.410004,144,144.169998,144.210007,168710000,
6/8/1988,145.729996,145.789993,144.220001,144.220001,145.729996,310030000,
6/9/1988,146.550003,146.550003,144.789993,145.729996,146.550003,235160000,
6/10/1988,147.089996,147.089996,146.539993,146.550003,147.089996,155710000,
6/13/1988,147.320007,147.330002,146.949997,147.080002,147.320007,125310000,
6/14/1988,147.889999,148.100006,147.320007,147.320007,147.889999,227150000,
6/15/1988,148.130005,148.130005,147.690002,147.889999,148.130005,150260000,
6/16/1988,147.369995,148.179993,147.169998,148.130005,147.369995,161550000,
6/17/1988,147.149994,147.770004,147.149994,147.369995,147.149994,343920000,
6/20/1988,147.240005,147.279999,146.779999,147.160004,147.240005,116750000,
6/21/1988,147.610001,147.610001,147.110001,147.25,147.610001,155060000,
6/22/1988,148.630005,148.830002,147.610001,147.610001,148.630005,217510000,
6/23/1988,148.949997,148.949997,148.610001,148.630005,148.949997,185770000,
6/24/1988,149.229996,149.229996,148.820007,148.960007,149.229996,179880000,
6/27/1988,148.740005,149.259995,148.660004,149.240005,148.740005,264410000,
6/28/1988,149.490005,149.5,148.679993,148.75,149.490005,152370000,
6/29/1988,149.559998,149.910004,149.220001,149.490005,149.559998,159590000,
6/30/1988,151.300003,151.300003,149.550003,149.550003,151.300003,227410000,
7/1/1988,151.029999,151.309998,150.770004,151.289993,151.029999,238330000,
7/5/1988,151.279999,151.279999,150.720001,151.029999,151.279999,171790000,
7/6/1988,151.009995,151.649994,150.929993,151.289993,151.009995,189630000,
7/7/1988,151.149994,151.160004,150.610001,151.020004,151.149994,156100000,
7/8/1988,151.160004,151.160004,150.800003,151.160004,151.160004,136070000,
7/11/1988,151.110001,151.25,151,151.160004,151.110001,123300000,
7/12/1988,150.729996,151.279999,150.270004,151.119995,150.729996,161650000,
7/13/1988,150.679993,150.869995,150.259995,150.729996,150.679993,218930000,
7/14/1988,151.149994,151.160004,150.690002,150.690002,151.149994,172410000,
7/15/1988,151.419998,151.419998,150.979996,151.160004,151.419998,199710000,
7/18/1988,151.419998,151.470001,150.970001,151.410004,151.419998,156210000,
7/19/1988,150.690002,151.699997,150.410004,151.429993,150.690002,144110000,
7/20/1988,151.100006,151.100006,150.669998,150.690002,151.100006,151990000,
7/21/1988,150.360001,151.110001,150.289993,151.110001,150.360001,149460000,
7/22/1988,149.520004,150.369995,149.350006,150.369995,149.520004,148880000,
7/25/1988,149.440002,149.539993,149.169998,149.509995,149.440002,215140000,
7/26/1988,149.610001,149.660004,149.210007,149.449997,149.610001,121960000,
7/27/1988,148.770004,149.639999,148.679993,149.600006,148.770004,135890000,
7/28/1988,148.960007,148.970001,148.410004,148.770004,148.960007,154570000,
7/29/1988,149.889999,149.889999,148.960007,148.960007,149.889999,192340000,
8/1/1988,150.5,150.5,149.880005,149.880005,150.5,138170000,
8/2/1988,150.630005,150.809998,150.190002,150.509995,150.630005,166660000,
8/3/1988,150.669998,150.690002,150.449997,150.630005,150.669998,203590000,
8/4/1988,150.649994,150.880005,150.600006,150.679993,150.649994,157240000,
8/5/1988,150.309998,150.639999,150.119995,150.639999,150.309998,113400000,
8/8/1988,150.110001,150.369995,150.050003,150.309998,150.110001,148800000,
8/9/1988,148.929993,150.199997,148.610001,150.119995,148.929993,200710000,
8/10/1988,146.860001,148.929993,146.800003,148.929993,146.860001,200950000,
8/11/1988,146.679993,146.960007,146.339996,146.860001,146.679993,173000000,
8/12/1988,146.949997,146.949997,146.410004,146.679993,146.949997,176960000,
8/15/1988,145.360001,146.960007,145.169998,146.960007,145.360001,128560000,
8/16/1988,145.570007,145.580002,144.699997,145.350006,145.570007,162790000,
8/17/1988,145.380005,145.759995,145.179993,145.580002,145.380005,169500000,
8/18/1988,145.5,145.639999,145.350006,145.360001,145.5,139820000,
8/19/1988,145.679993,145.75,145.470001,145.509995,145.679993,122370000,
8/22/1988,144.259995,145.679993,144.199997,145.679993,144.259995,122250000,
8/23/1988,144,144.259995,143.800003,144.259995,144,119540000,
8/24/1988,144.949997,144.949997,143.990005,144,144.949997,127800000,
8/25/1988,144.240005,144.960007,144,144.960007,144.240005,127640000,
8/26/1988,144.449997,144.449997,144.240005,144.240005,144.449997,89240000,
8/29/1988,144.889999,144.889999,144.440002,144.449997,144.889999,99280000,
8/30/1988,145.139999,145.139999,144.759995,144.889999,145.139999,108720000,
8/31/1988,145.740005,145.740005,145.130005,145.139999,145.740005,130480000,
9/1/1988,144.559998,145.740005,144.289993,145.740005,144.559998,144090000,
9/2/1988,145.479996,145.479996,144.570007,144.570007,145.479996,159840000,
9/6/1988,145.729996,145.759995,145.470001,145.470001,145.729996,122250000,
9/7/1988,146.070007,146.149994,145.710007,145.729996,146.070007,139590000,
9/8/1988,146.649994,146.649994,145.830002,146.059998,146.649994,149380000,
9/9/1988,147.229996,147.229996,146.360001,146.660004,147.229996,141540000,
9/12/1988,147.25,147.360001,147.169998,147.240005,147.25,114880000,
9/13/1988,147.380005,147.380005,146.919998,147.25,147.380005,162490000,
9/14/1988,147.820007,147.929993,147.369995,147.369995,147.820007,177220000,
9/15/1988,147.740005,147.869995,147.679993,147.830002,147.740005,161210000,
9/16/1988,148.029999,148.029999,147.740005,147.740005,148.029999,211110000,
9/19/1988,147.850006,148.020004,147.190002,148.020004,147.850006,135770000,
9/20/1988,147.949997,147.949997,147.619995,147.860001,147.949997,142220000,
9/21/1988,147.830002,147.970001,147.649994,147.940002,147.830002,127400000,
9/22/1988,147.619995,147.850006,147.380005,147.820007,147.619995,150670000,
9/23/1988,147.830002,147.839996,147.369995,147.619995,147.830002,145100000,
9/26/1988,147.130005,147.830002,147.080002,147.830002,147.130005,116420000,
9/27/1988,146.779999,147.169998,146.710007,147.130005,146.779999,113010000,
9/28/1988,146.990005,146.990005,146.699997,146.789993,146.990005,113720000,
9/29/1988,148,148,146.990005,146.990005,148,155790000,
9/30/1988,149.089996,149.089996,147.960007,148,149.089996,175750000,
10/3/1988,147.800003,149.190002,147.509995,149.089996,147.800003,130380000,
10/4/1988,147.770004,147.880005,147.649994,147.809998,147.770004,157760000,
10/5/1988,148.080002,148.080002,147.559998,147.759995,148.080002,175130000,
10/6/1988,148.25,148.320007,147.889999,148.080002,148.25,153560000,
10/7/1988,148.600006,148.600006,148.25,148.25,148.600006,216390000,
10/10/1988,148.610001,148.830002,148.289993,148.600006,148.610001,124660000,
10/11/1988,148.5,148.610001,148.179993,148.600006,148.5,140900000,
10/12/1988,147.949997,148.509995,147.389999,148.509995,147.949997,154840000,
10/13/1988,147.970001,148.020004,147.470001,147.940002,147.970001,154530000,
10/14/1988,148.199997,148.300003,147.919998,147.960007,148.199997,160240000,
10/17/1988,148.149994,148.199997,147.970001,148.190002,148.149994,119290000,
10/18/1988,148.710007,148.710007,148.110001,148.160004,148.710007,162500000,
10/19/1988,148.610001,149.070007,148.429993,148.720001,148.610001,186350000,
10/20/1988,149.149994,149.160004,148.550003,148.610001,149.149994,189580000,
10/21/1988,148.949997,149.029999,148.729996,148.970001,148.949997,195410000,
10/24/1988,148.660004,148.979996,148.570007,148.960007,148.660004,170590000,
10/25/1988,148.449997,148.75,148.300003,148.660004,148.449997,155190000,
10/26/1988,148.139999,148.470001,148,148.460007,148.139999,181550000,
10/27/1988,146.669998,148.139999,146.509995,148.139999,146.669998,196540000,
10/28/1988,147.169998,147.179993,146.679993,146.679993,147.169998,146300000,
10/31/1988,147.25,147.25,146.779999,147.169998,147.25,143460000,
11/1/1988,147.210007,147.279999,146.979996,147.259995,147.210007,151250000,
11/2/1988,146.970001,147.210007,146.809998,147.210007,146.970001,161300000,
11/3/1988,147.130005,147.160004,146.809998,146.979996,147.130005,152980000,
11/4/1988,146.25,147.139999,146.190002,147.139999,146.25,143580000,
11/7/1988,144.759995,146.25,144.610001,146.25,144.759995,133870000,
11/8/1988,145.270004,145.279999,144.770004,144.770004,145.270004,141660000,
11/9/1988,144.800003,145.270004,144.570007,145.270004,144.800003,153140000,
11/10/1988,145.009995,145.009995,144.729996,144.820007,145.009995,128920000,
11/11/1988,143.669998,145.009995,143.600006,145.009995,143.669998,135500000,
11/14/1988,142.910004,143.710007,142.880005,143.679993,142.910004,142900000,
11/15/1988,143,143.190002,142.690002,142.910004,143,115170000,
11/16/1988,141.309998,143.039993,141.270004,143,141.309998,161710000,
11/17/1988,140.710007,141.330002,140.570007,141.309998,140.710007,141280000,
11/18/1988,140.860001,140.899994,140.589996,140.710007,140.860001,119320000,
11/21/1988,139.949997,140.869995,139.559998,140.860001,139.949997,120430000,
11/22/1988,139.869995,139.949997,139.490005,139.949997,139.869995,127000000,
11/23/1988,140.410004,140.410004,139.820007,139.869995,140.410004,112010000,
11/25/1988,140.139999,140.399994,139.899994,140.389999,140.139999,72090000,
11/28/1988,140.089996,140.199997,139.850006,140.149994,140.089996,123480000,
11/29/1988,140.649994,140.649994,139.990005,140.089996,140.649994,127420000,
11/30/1988,142.009995,142.009995,140.649994,140.649994,142.009995,157810000,
12/1/1988,142.559998,142.559998,141.929993,142.020004,142.559998,129380000,
12/2/1988,142.770004,142.770004,142.210007,142.550003,142.770004,124610000,
12/5/1988,143.449997,143.449997,142.759995,142.770004,143.449997,144660000,
12/6/1988,143.929993,143.929993,143.149994,143.460007,143.929993,158340000,
12/7/1988,144.009995,144.029999,143.839996,143.919998,144.009995,148360000,
12/8/1988,143.75,144.020004,143.539993,144.009995,143.75,124150000,
12/9/1988,143.860001,143.899994,143.710007,143.75,143.860001,133770000,
12/12/1988,143.449997,143.910004,143.380005,143.869995,143.449997,124160000,
12/13/1988,143.169998,143.460007,142.979996,143.449997,143.169998,132340000,
12/14/1988,143.179993,143.320007,142.949997,143.160004,143.179993,132350000,
12/15/1988,143.169998,143.25,143.020004,143.169998,143.169998,136820000,
12/16/1988,144.339996,144.339996,143.130005,143.179993,144.339996,196480000,
12/19/1988,144.529999,144.529999,144.139999,144.339996,144.529999,162250000,
12/20/1988,144.479996,144.729996,144.339996,144.529999,144.479996,161090000,
12/21/1988,144.199997,144.490005,143.970001,144.490005,144.199997,147250000,
12/22/1988,144.509995,144.539993,143.990005,144.190002,144.509995,150510000,
12/23/1988,144.880005,144.880005,144.419998,144.520004,144.880005,81760000,
12/27/1988,144.669998,144.919998,144.580002,144.889999,144.669998,87490000,
12/28/1988,144.899994,144.940002,144.460007,144.669998,144.899994,110630000,
12/29/1988,145.699997,145.710007,144.889999,144.899994,145.699997,131290000,
12/30/1988,147.369995,147.369995,145.619995,145.699997,147.369995,127210000,
1/3/1989,146.789993,147.369995,146.330002,147.360001,146.789993,128500000,
1/4/1989,148.389999,148.399994,146.779999,146.779999,148.389999,149700000,
1/5/1989,148.75,148.929993,148.389999,148.399994,148.75,174040000,
1/6/1989,149.830002,149.839996,148.75,148.75,149.830002,161330000,
1/9/1989,149.600006,149.919998,149.389999,149.850006,149.600006,163180000,
1/10/1989,149.229996,149.660004,149,149.600006,149.229996,140420000,
1/11/1989,149.270004,149.270004,148.899994,149.229996,149.270004,148950000,
1/12/1989,149.809998,149.860001,149.089996,149.259995,149.809998,183000000,
1/13/1989,149.929993,149.929993,149.529999,149.809998,149.929993,132320000,
1/16/1989,149.949997,150.110001,149.679993,149.929993,149.949997,117380000,
1/17/1989,149.699997,149.960007,149.479996,149.960007,149.699997,143930000,
1/18/1989,150.830002,150.830002,149.649994,149.660004,150.830002,187450000,
1/19/1989,151.289993,151.539993,150.830002,150.830002,151.289993,192030000,
1/20/1989,151.399994,151.550003,151.149994,151.289993,151.399994,166120000,
1/23/1989,150.949997,151.539993,150.929993,151.399994,150.949997,141640000,
1/24/1989,151.440002,151.460007,150.779999,150.940002,151.440002,189620000,
1/25/1989,151.779999,151.779999,151.429993,151.440002,151.779999,183610000,
1/26/1989,152.520004,152.520004,151.600006,151.770004,152.520004,212250000,
1/27/1989,152.919998,153.199997,152.509995,152.529999,152.919998,254870000,
1/30/1989,153.020004,153.059998,152.820007,152.940002,153.020004,167830000,
1/31/1989,153.850006,153.850006,152.839996,153.029999,153.850006,194050000,
2/1/1989,154.380005,154.419998,153.830002,153.839996,154.380005,215640000,
2/2/1989,154.940002,155.089996,154.369995,154.369995,154.940002,183430000,
2/3/1989,155.690002,155.690002,154.809998,154.940002,155.690002,172980000,
2/6/1989,155.580002,155.839996,155.320007,155.699997,155.580002,150980000,
2/7/1989,156.839996,156.839996,155.589996,155.589996,156.839996,217260000,
2/8/1989,157,157.240005,156.839996,156.839996,157,189420000,
2/9/1989,156.559998,157.110001,156.389999,156.990005,156.559998,224220000,
2/10/1989,155.070007,156.559998,154.949997,156.559998,155.070007,173560000,
2/13/1989,154.699997,155.059998,154.169998,155.059998,154.699997,143520000,
2/14/1989,154.979996,155.240005,154.710007,154.710007,154.979996,150610000,
2/15/1989,155.559998,155.580002,154.949997,154.970001,155.559998,154220000,
2/16/1989,156.289993,156.300003,155.559998,155.570007,156.289993,177450000,
2/17/1989,157.070007,157.270004,156.289993,156.289993,157.070007,159520000,
2/21/1989,156.770004,157.199997,156.660004,157.089996,156.770004,141950000,
2/22/1989,155.389999,156.759995,155.059998,156.759995,155.389999,163140000,
2/23/1989,155.410004,155.419998,154.830002,155.389999,155.410004,150370000,
2/24/1989,154.25,155.419998,154.020004,155.410004,154.25,160680000,
2/27/1989,153.960007,154.259995,153.619995,154.259995,153.960007,139900000,
2/28/1989,154.559998,154.559998,153.940002,153.949997,154.559998,147430000,
3/1/1989,154.669998,155.130005,154.559998,154.559998,154.669998,177210000,
3/2/1989,155.679993,155.690002,154.679993,154.679993,155.679993,161980000,
3/3/1989,156.320007,156.699997,155.669998,155.669998,156.320007,151790000,
3/6/1989,157.240005,157.240005,156.330002,156.330002,157.240005,168880000,
3/7/1989,157.529999,157.630005,157.020004,157.25,157.529999,172500000,
3/8/1989,157.899994,157.979996,157.440002,157.529999,157.899994,167620000,
3/9/1989,157.800003,157.940002,157.559998,157.889999,157.800003,143160000,
3/10/1989,157.75,157.789993,157.240005,157.789993,157.75,146830000,
3/13/1989,157.979996,158.020004,157.720001,157.759995,157.979996,140460000,
3/14/1989,157.729996,158.100006,157.679993,157.990005,157.729996,139970000,
