Effective date ,Dow Jones U.S. Real Estate Index
3/29/2018,299.62
4/2/2018,295.48
4/3/2018,297.29
4/4/2018,300.6
4/5/2018,300.52
4/6/2018,298.13
4/9/2018,297.61
4/10/2018,296.48
4/11/2018,297.12
4/12/2018,294.08
4/13/2018,295.3
4/16/2018,297.02
4/17/2018,300.52
4/18/2018,299.93
4/19/2018,295.66
4/20/2018,293.25
4/23/2018,293.33
4/24/2018,294.24
4/25/2018,293.52
4/26/2018,296.91
4/27/2018,300.8
4/30/2018,299.87
5/1/2018,301.87
5/2/2018,300.87
5/3/2018,301.11
5/4/2018,304.24
5/7/2018,305.79
5/8/2018,303.99
5/9/2018,305.94
5/10/2018,308.69
5/11/2018,307.44
5/14/2018,305.21
5/15/2018,300.54
5/16/2018,299.53
5/17/2018,298.07
5/18/2018,298.6
5/21/2018,301.78
5/22/2018,302.02
5/23/2018,304.7
5/24/2018,303.83
5/25/2018,305.06
5/29/2018,306.05
5/30/2018,310.09
5/31/2018,309.06
6/1/2018,310.33
6/4/2018,313.15
6/5/2018,312.14
6/6/2018,313.09
6/7/2018,312.85
6/8/2018,314.13
6/11/2018,313.79
6/12/2018,315.59
6/13/2018,309.38
6/14/2018,311.88
6/15/2018,311.49
6/18/2018,311.68
6/19/2018,311.62
6/20/2018,314.82
6/21/2018,316.19
6/22/2018,318.24
6/25/2018,317.42
6/26/2018,318.48
6/27/2018,317.2
6/28/2018,319.28
6/29/2018,319.48
7/2/2018,318.09
7/3/2018,320.05
7/5/2018,323.94
7/6/2018,325.48
7/9/2018,322.93
7/10/2018,323.71
7/11/2018,322.89
7/12/2018,323.54
7/13/2018,322.84
7/16/2018,321.12
7/17/2018,319.22
7/18/2018,317.74
7/19/2018,321
7/20/2018,318.18
7/23/2018,317.73
7/24/2018,316.26
7/25/2018,318.68
7/26/2018,319.59
7/27/2018,316.51
7/30/2018,316.61
7/31/2018,321.91
8/1/2018,323.51
8/2/2018,322.53
8/3/2018,325.61
8/6/2018,325.21
8/7/2018,324.36
8/8/2018,322.69
8/9/2018,322.91
8/10/2018,320.08
8/13/2018,319.93
8/14/2018,321.59
8/15/2018,324.04
8/16/2018,326.16
8/17/2018,329.21
8/20/2018,329.34
8/21/2018,327.2
8/22/2018,325.43
8/23/2018,324.76
8/24/2018,326.43
8/27/2018,326.01
8/28/2018,329.63
8/29/2018,329.54
8/30/2018,327.87
8/31/2018,328.87
9/4/2018,325.77
9/5/2018,327.5
9/6/2018,328.26
9/7/2018,324.68
9/10/2018,326.16
9/11/2018,325.92
9/12/2018,325.71
9/13/2018,327.22
9/14/2018,324.74
9/17/2018,325.91
9/18/2018,324.35
9/19/2018,320.74
9/20/2018,323.54
9/21/2018,323.24
9/24/2018,317.68
9/25/2018,317.44
9/26/2018,313.98
9/27/2018,314.26
9/28/2018,318.33
10/1/2018,315.51
10/2/2018,314.6
10/3/2018,311.87
10/4/2018,309.27
10/5/2018,308.96
10/8/2018,313.01
10/9/2018,313.73
10/10/2018,308.81
10/11/2018,300.38
10/12/2018,299.88
10/15/2018,301.56
10/16/2018,307.46
10/17/2018,306.79
10/18/2018,306.23
10/19/2018,308.59
10/22/2018,304.63
10/23/2018,306.11
10/24/2018,308.66
10/25/2018,312.49
10/26/2018,304.98
10/29/2018,308.72
10/30/2018,312.66
10/31/2018,309.24
11/1/2018,310.6
11/2/2018,307.81
11/5/2018,312.43
11/6/2018,313.81
11/7/2018,317.6
11/8/2018,317.85
11/9/2018,317.95
11/12/2018,317.91
11/13/2018,318.09
11/14/2018,317.5
11/15/2018,315
11/16/2018,318.79
11/19/2018,319.11
11/20/2018,315.81
11/21/2018,315.78
11/23/2018,314.95
11/26/2018,316
11/27/2018,317.05
11/28/2018,320.09
11/29/2018,320.2
11/30/2018,323
12/3/2018,324.63
12/4/2018,319.8
12/6/2018,327.86
12/7/2018,323.51
12/10/2018,321.64
12/11/2018,321.6
12/12/2018,316.21
12/13/2018,318.03
12/14/2018,317.38
12/17/2018,305.48
12/18/2018,308.23
12/19/2018,304.97
12/20/2018,300.63
12/21/2018,296.5
12/24/2018,285.67
12/26/2018,295.53
12/27/2018,296
12/28/2018,295.9
12/31/2018,295.97
1/2/2019,289.86
1/3/2019,291.51
1/4/2019,295.09
1/7/2019,297.6
1/8/2019,303.2
1/9/2019,302.74
1/10/2019,306.94
1/11/2019,307.88
1/14/2019,306.76
1/15/2019,309.68
1/16/2019,311.91
1/17/2019,313.38
1/18/2019,314.46
1/22/2019,313.59
1/23/2019,313.78
1/24/2019,314.83
1/25/2019,318.61
1/28/2019,321.48
1/29/2019,324.04
1/30/2019,326.41
1/31/2019,329.45
2/1/2019,327.41
2/4/2019,329.87
2/5/2019,331.66
2/6/2019,329.48
2/7/2019,332.05
2/8/2019,332.18
2/11/2019,332.93
2/12/2019,330.91
2/13/2019,332.42
2/14/2019,333.39
2/15/2019,335.29
2/19/2019,335.14
2/20/2019,333.04
2/21/2019,333.21
2/22/2019,335.11
2/25/2019,332.72
2/26/2019,331.58
2/27/2019,330.6
2/28/2019,331.42
3/1/2019,330.8
3/4/2019,332.22
3/5/2019,332.94
3/6/2019,331.54
3/7/2019,330.92
3/8/2019,331.27
3/11/2019,336.11
3/12/2019,337.41
3/13/2019,338.9
3/14/2019,339.13
3/15/2019,338.03
3/18/2019,336.43
3/19/2019,335.34
3/20/2019,336.33
3/21/2019,342.17
3/22/2019,339.9
3/25/2019,340.06
3/26/2019,342.71
3/27/2019,341.76
3/28/2019,343.95
3/29/2019,343.33
4/1/2019,343.38
4/2/2019,345.45
4/3/2019,345.23
4/4/2019,344.55
4/5/2019,346.84
4/8/2019,345.11
4/9/2019,343.22
4/10/2019,346.2
4/11/2019,345.96
4/12/2019,347.74
4/15/2019,345.91
4/16/2019,338.47
4/17/2019,335.33
4/18/2019,337.9
4/22/2019,334.38
4/23/2019,338.34
4/24/2019,340.86
4/25/2019,340.22
4/26/2019,342.69
4/29/2019,339.22
4/30/2019,342.66
5/1/2019,342.81
5/2/2019,343
5/3/2019,345.46
5/6/2019,344.33
5/7/2019,338.31
5/8/2019,338
5/9/2019,339.07
5/10/2019,342.6
5/13/2019,342.1
5/14/2019,343.28
5/15/2019,345.32
5/16/2019,347.21
5/17/2019,346.24
5/20/2019,341.06
5/21/2019,344.07
5/22/2019,344.95
5/23/2019,345.75
5/24/2019,346.62
5/28/2019,342.9
5/29/2019,338.79
5/30/2019,340.06
5/31/2019,341.92
6/3/2019,343.11
6/4/2019,342
6/5/2019,349.05
6/6/2019,349.57
6/7/2019,350.45
6/10/2019,349.61
6/11/2019,350.09
6/12/2019,351.1
6/13/2019,352.02
6/14/2019,352.55
6/17/2019,356.12
6/18/2019,355.36
6/19/2019,357.59
6/20/2019,359.1
6/21/2019,355.1
6/24/2019,352.93
6/25/2019,348.41
6/26/2019,341.71
6/27/2019,344.68
6/28/2019,346.08
7/1/2019,345.35
7/2/2019,350.77
7/3/2019,355.41
7/5/2019,354.06
7/8/2019,355.12
7/9/2019,356.67
7/10/2019,358.56
7/11/2019,354.52
7/12/2019,353.69
7/15/2019,353.78
7/16/2019,352.91
7/17/2019,351.69
7/18/2019,351.61
7/19/2019,345.96
7/22/2019,345.99
7/23/2019,349.61
7/24/2019,350.19
7/25/2019,348.29
7/26/2019,349.7
7/29/2019,350.93
7/30/2019,353.35
7/31/2019,351.98
8/1/2019,351.77
8/2/2019,353.52
8/5/2019,346.62
8/6/2019,350.67
8/7/2019,354.04
8/8/2019,360
8/9/2019,359.81
8/12/2019,358.67
8/13/2019,358.94
8/14/2019,352.91
8/15/2019,356.7
8/16/2019,359.86
8/19/2019,362.74
8/20/2019,359.78
8/21/2019,361.22
8/22/2019,362.86
8/23/2019,357.84
8/26/2019,361.02
8/27/2019,359.23
8/28/2019,360.3
8/29/2019,362.95
8/30/2019,363.42
9/3/2019,367.03
9/4/2019,370.04
9/5/2019,367.24
9/6/2019,368.12
9/9/2019,365.76
9/10/2019,362.06
9/11/2019,362.28
9/12/2019,363.9
9/13/2019,359.71
9/16/2019,363.08
9/17/2019,367.05
9/18/2019,366
9/19/2019,367.27
9/20/2019,366.97
9/23/2019,367.6
9/24/2019,367.01
9/25/2019,367.59
9/26/2019,370.37
9/27/2019,367.22
9/30/2019,368.02
10/1/2019,364.47
10/2/2019,362.71
10/3/2019,366.47
10/4/2019,368.49
10/7/2019,367.66
10/8/2019,365.72
10/9/2019,366.77
10/10/2019,367.25
10/11/2019,367.15
10/14/2019,367.04
10/15/2019,367.52
10/16/2019,367.34
10/17/2019,369.49
10/18/2019,372.58
10/21/2019,375.37
10/22/2019,373.78
10/23/2019,374.55
10/24/2019,374.16
10/25/2019,370.25
10/28/2019,368.17
10/29/2019,369.44
10/30/2019,371.53
10/31/2019,370.72
11/1/2019,370.56
11/4/2019,367.65
11/5/2019,361.81
11/6/2019,362.86
11/7/2019,359.31
11/8/2019,358.64
11/11/2019,359.34
11/12/2019,356.55
11/13/2019,359.59
11/14/2019,362.29
11/15/2019,364.28
11/18/2019,366.27
11/19/2019,366.76
11/20/2019,366.59
11/21/2019,361.48
11/22/2019,360.31
11/25/2019,361.54
11/26/2019,366.45
11/27/2019,367.93
11/29/2019,366.19
12/2/2019,360.72
12/3/2019,362.95
12/4/2019,364.37
12/5/2019,364.59
12/6/2019,365.24
12/9/2019,365.87
12/10/2019,363.6
12/11/2019,360.22
12/12/2019,355.08
12/13/2019,355.45
12/16/2019,357.85
12/17/2019,354.82
12/18/2019,358.8
12/19/2019,362.03
12/20/2019,364.52
12/23/2019,362.46
12/24/2019,363.06
12/26/2019,364.87
12/27/2019,366
12/30/2019,365.16
12/31/2019,367.38
1/2/2020,362.76
1/3/2020,365.7
1/6/2020,365.91
1/7/2020,361.9
1/8/2020,363.1
1/9/2020,363.12
1/10/2020,366.24
1/13/2020,370.25
1/14/2020,368.87
1/15/2020,371.93
1/16/2020,374.89
1/17/2020,375.2
1/21/2020,378.86
1/22/2020,376.53
1/23/2020,379.17
1/24/2020,378.12
1/27/2020,376.43
1/28/2020,377.87
1/29/2020,376.53
1/30/2020,377.1
1/31/2020,372.57
2/3/2020,373.63
2/4/2020,377.68
2/5/2020,377.54
2/6/2020,378.96
2/7/2020,378.8
2/10/2020,383.12
2/11/2020,385.89
2/12/2020,388.96
2/13/2020,390.94
2/14/2020,394.92
2/18/2020,394.48
2/19/2020,389.31
2/20/2020,393.72
2/21/2020,394.39
2/24/2020,388.93
2/25/2020,378.56
2/26/2020,374.49
2/27/2020,354.72
2/28/2020,346.06
3/2/2020,361.9
3/3/2020,360.79
3/4/2020,374.67
3/5/2020,365.97
3/6/2020,359.86
3/9/2020,332.55
3/10/2020,346.64
3/11/2020,325.53
3/12/2020,293.21
3/13/2020,318.23
3/16/2020,262.75
3/17/2020,277.27
3/18/2020,250.39
3/19/2020,250.59
3/20/2020,239.59
3/23/2020,226.28
3/24/2020,245.3
3/25/2020,258.74
3/26/2020,278.3
3/27/2020,278.22
3/30/2020,282.88
3/31/2020,275.16
4/1/2020,256.75
4/2/2020,258.1
4/3/2020,253.96
4/6/2020,273.31
4/7/2020,275.5
4/8/2020,295.23
4/9/2020,311.44
4/13/2020,298.07
4/14/2020,306.7
4/15/2020,294.54
4/16/2020,291.28
4/17/2020,300.71
4/20/2020,288.96
4/21/2020,283.91
4/22/2020,288.68
4/23/2020,285.83
4/24/2020,286.81
4/27/2020,296.34
4/28/2020,298.6
4/29/2020,303.01
4/30/2020,299.62
5/1/2020,289.29
5/4/2020,288.75
5/5/2020,290.43
5/6/2020,285.32
5/7/2020,289.24
5/8/2020,295.93
5/11/2020,291.82
5/12/2020,278.41
5/13/2020,271.81
5/14/2020,273.31
5/15/2020,272.07
5/18/2020,287.59
5/19/2020,283.96
5/20/2020,286.7
5/21/2020,286.04
5/22/2020,290.41
5/26/2020,300.81
5/27/2020,306.49
5/28/2020,307.89
5/29/2020,304.82
6/1/2020,311.75
6/2/2020,313.92
6/3/2020,323.66
6/4/2020,320.48
6/5/2020,331.97
6/8/2020,340.57
6/9/2020,335.27
6/10/2020,326.84
6/11/2020,306.16
6/12/2020,316.92
6/15/2020,320.48
6/16/2020,326.81
6/17/2020,322.35
6/18/2020,318.65
6/19/2020,314.62
6/22/2020,314.11
6/23/2020,313.15
6/24/2020,304.28
6/25/2020,308.11
6/26/2020,301.95
6/29/2020,306.78
6/30/2020,310.65
7/1/2020,317.56
7/2/2020,316.22
7/6/2020,316.5
7/7/2020,310.34
7/8/2020,310.16
7/9/2020,308.18
7/10/2020,309.33
7/13/2020,305.03
7/14/2020,307.56
7/15/2020,310.86
7/16/2020,307.21
7/17/2020,311.37
7/20/2020,307.73
7/21/2020,308.44
7/22/2020,313.14
7/23/2020,311.4
7/24/2020,309.34
7/27/2020,312.68
7/28/2020,318.55
7/29/2020,325.75
7/30/2020,323.7
7/31/2020,323.24
8/3/2020,318.95
8/4/2020,323.07
8/5/2020,321.81
8/6/2020,321.9
8/7/2020,326.2
8/10/2020,326.62
8/11/2020,321.9
8/12/2020,325.25
8/13/2020,321.12
8/14/2020,321.19
8/17/2020,323.76
8/18/2020,322.23
8/19/2020,316.39
8/20/2020,319.54
8/21/2020,319.86
8/24/2020,322.42
8/25/2020,322.98
8/26/2020,320.01
8/27/2020,324.7
8/28/2020,326.72
8/31/2020,323.53
9/1/2020,323.7
9/2/2020,330.01
9/3/2020,325.32
9/4/2020,323.9
9/8/2020,319.34
9/9/2020,322.86
9/10/2020,318.46
9/11/2020,316.91
9/14/2020,324.79
9/15/2020,328.64
9/16/2020,330.03
9/17/2020,323.89
9/18/2020,317.02
9/21/2020,308.29
9/22/2020,312.05
9/23/2020,303.12
9/24/2020,304.4
9/25/2020,310.4
9/28/2020,316.49
9/29/2020,313.43
9/30/2020,314.37
10/1/2020,320.26
10/2/2020,325.15
10/5/2020,327.26
10/6/2020,325.12
10/7/2020,325.6
10/8/2020,330.71
10/9/2020,329.31
10/12/2020,331.05
10/13/2020,325.89
10/14/2020,322.05
10/15/2020,323.48
10/16/2020,321.33
10/19/2020,316.17
10/20/2020,318.46
10/21/2020,317.37
10/22/2020,316.68
10/23/2020,318.66
10/26/2020,314.6
10/27/2020,310.02
10/28/2020,302.34
10/29/2020,306.9
10/30/2020,304.78
11/2/2020,312.39
11/3/2020,318.13
11/4/2020,319.16
11/5/2020,320.36
11/6/2020,318.56
11/9/2020,326.73
11/10/2020,330.64
11/11/2020,332.73
11/12/2020,329
11/13/2020,336.94
11/16/2020,339.61
11/17/2020,339.63
11/18/2020,333.23
11/19/2020,334.01
11/20/2020,332.47
11/23/2020,332.18
11/24/2020,333.07
11/25/2020,333.33
11/27/2020,332.08
11/30/2020,329.4
12/1/2020,333.16
12/2/2020,329.88
12/3/2020,332.65
12/4/2020,337.44
12/7/2020,334.65
12/8/2020,333.1
12/9/2020,330.37
12/10/2020,328.75
12/11/2020,328.9
12/14/2020,326.85
12/15/2020,333.17
12/16/2020,333.27
12/17/2020,336.94
12/18/2020,330.76
12/21/2020,328.79
12/22/2020,331.33
12/23/2020,328.65
12/24/2020,331.19
12/28/2020,334.07
12/29/2020,331.31
12/30/2020,332.33
12/31/2020,335.7
1/4/2021,324.27
1/5/2021,324.3
1/6/2021,324.05
1/7/2021,324.02
1/8/2021,327.21
1/11/2021,322.42
1/12/2021,322.5
1/13/2021,326.42
1/14/2021,327.83
1/15/2021,331.74
1/19/2021,330.58
1/20/2021,337.25
1/21/2021,336.29
1/22/2021,337.06
1/25/2021,339.36
1/26/2021,342
1/27/2021,336.09
1/28/2021,337.91
1/29/2021,334.49
2/1/2021,342.57
2/2/2021,344.12
2/3/2021,342.94
2/4/2021,344.65
2/5/2021,345.71
2/8/2021,346.59
2/9/2021,348.01
2/10/2021,350.14
2/11/2021,350.21
2/12/2021,350.35
2/16/2021,346.83
2/17/2021,346.44
2/18/2021,345.44
2/19/2021,346.93
2/22/2021,348.84
2/23/2021,350.55
2/24/2021,352.58
2/25/2021,346.82
2/26/2021,341.47
3/1/2021,342.27
3/2/2021,339.65
3/3/2021,336.62
3/4/2021,333.36
3/5/2021,337.59
3/8/2021,339.66
3/9/2021,342.15
3/10/2021,345.25
3/11/2021,349.06
3/12/2021,354.57
3/15/2021,359.48
3/16/2021,358.59
3/17/2021,358.55
3/18/2021,355.36
3/19/2021,350.78
3/22/2021,354.19
3/23/2021,354.56
3/24/2021,352.59
3/25/2021,355.51
3/26/2021,363.32
3/29/2021,361.96
3/30/2021,360.84
3/31/2021,359.01
4/1/2021,365.75
4/5/2021,367.04
4/6/2021,368.15
4/7/2021,368.43
4/8/2021,366.96
4/9/2021,367.14
4/12/2021,369
4/13/2021,371.39
4/14/2021,368.82
4/15/2021,375.41
4/16/2021,376.22
4/19/2021,377.24
4/20/2021,381.07
4/21/2021,382.72
4/22/2021,381.19
4/23/2021,383.31
4/26/2021,384.24
4/27/2021,384.19
4/28/2021,382.44
4/29/2021,385.69
4/30/2021,387.37
5/3/2021,385.92
5/4/2021,383.84
5/5/2021,377.8
5/6/2021,379.84
5/7/2021,384.68
5/10/2021,385.12
5/11/2021,380.8
5/12/2021,371.46
5/13/2021,375.95
5/14/2021,379.94
5/17/2021,380.11
5/18/2021,380.71
5/19/2021,379.6
5/20/2021,384.28
5/21/2021,383.71
5/24/2021,387.9
5/25/2021,388.48
5/26/2021,389.49
5/27/2021,388.1
5/28/2021,390.87
6/1/2021,397.28
6/2/2021,401.93
6/3/2021,400.74
6/4/2021,401.06
6/7/2021,404.77
6/8/2021,407.37
6/9/2021,408.15
6/10/2021,411.63
6/11/2021,409.53
6/14/2021,410.91
6/15/2021,406.39
6/16/2021,402.96
6/17/2021,403.43
6/18/2021,396.98
6/21/2021,405.04
6/22/2021,403.14
6/23/2021,401.85
6/24/2021,400.53
6/25/2021,403.59
6/28/2021,402.36
6/29/2021,400.63
6/30/2021,397.98
7/1/2021,399.26
7/2/2021,400.96
7/6/2021,404.32
7/7/2021,405.95
7/8/2021,405.07
7/9/2021,411.29
7/12/2021,414.5
7/13/2021,408.51
7/14/2021,411.69
7/15/2021,412.61
7/16/2021,413
7/19/2021,405.83
7/20/2021,414.72
7/21/2021,414.15
7/22/2021,411.09
7/23/2021,414.84
7/26/2021,414.56
7/27/2021,417.52
7/28/2021,415.47
7/29/2021,415.3
7/30/2021,416.28
8/2/2021,415.54
8/3/2021,416.25
8/4/2021,414.66
8/5/2021,418.95
8/6/2021,417.73
8/9/2021,415.67
8/10/2021,411.22
8/11/2021,413.66
8/12/2021,414.88
8/13/2021,417.35
8/16/2021,417.06
8/17/2021,417.02
8/18/2021,412.83
8/19/2021,415.31
8/20/2021,417.35
8/23/2021,416.24
8/24/2021,414.37
8/25/2021,414
8/26/2021,414.03
8/27/2021,417.95
8/30/2021,422.32
8/31/2021,424.54
9/1/2021,431.4
9/2/2021,433.7
9/3/2021,433.95
9/7/2021,428.97
9/8/2021,431.45
9/9/2021,422.79
9/10/2021,417.31
9/13/2021,419.28
9/14/2021,417.79
9/15/2021,419.02
9/16/2021,419.6
9/17/2021,415.6
9/20/2021,413.63
9/21/2021,413.58
9/22/2021,417.4
9/23/2021,415.86
9/24/2021,411.23
9/27/2021,405.27
9/28/2021,402.76
9/29/2021,404.88
9/30/2021,398.58
10/1/2021,403.44
10/4/2021,403.27
10/5/2021,400.53
10/6/2021,404.46
10/7/2021,405.34
10/8/2021,401.73
10/11/2021,402.7
10/12/2021,408.14
10/13/2021,411.1
10/14/2021,416.37
10/15/2021,416.53
10/18/2021,417.62
10/19/2021,418.42
10/20/2021,424.64
10/21/2021,425.58
10/22/2021,427.78
10/25/2021,429.03
10/26/2021,430.44
10/27/2021,426.1
10/28/2021,431.58
10/29/2021,426.51
11/1/2021,427.88
11/2/2021,429.48
11/3/2021,430.64
11/4/2021,426.51
11/5/2021,427.91
11/8/2021,427.6
11/9/2021,428.44
11/10/2021,426.44
11/11/2021,427.3
11/12/2021,427.35
11/15/2021,429.88
11/16/2021,427.13
11/17/2021,428.7
11/18/2021,428.52
11/19/2021,426.14
11/22/2021,423.8
11/23/2021,427.24
11/24/2021,432.41
11/26/2021,420.83
11/29/2021,425.25
11/30/2021,416.38
12/1/2021,410.19
12/2/2021,421.99
12/3/2021,420.65
12/6/2021,427.09
12/7/2021,433.58
12/8/2021,436.28
12/9/2021,430.35
12/10/2021,431.58
12/13/2021,435.94
12/14/2021,429.98
12/15/2021,436.03
12/16/2021,436.4
12/17/2021,435.86
12/20/2021,431.92
12/21/2021,436.47
12/22/2021,440.55
12/23/2021,439.78
12/27/2021,447.34
12/28/2021,449.01
12/29/2021,451.81
12/30/2021,453.04
12/31/2021,453.47
1/3/2022,450.03
1/4/2022,449.08
1/5/2022,435.84
1/6/2022,436
1/7/2022,432.88
1/10/2022,430.66
1/11/2022,431.34
1/12/2022,432.34
1/13/2022,431.18
1/14/2022,426.82
1/18/2022,422.88
1/19/2022,417.7
1/20/2022,412.74
1/21/2022,411.61
1/24/2022,412.09
1/25/2022,410.26
1/26/2022,404.14
1/27/2022,397.74
1/28/2022,410.33
1/31/2022,416.27
2/1/2022,414.03
2/2/2022,419.64
2/3/2022,414.68
2/4/2022,410.34
2/7/2022,409.67
2/8/2022,407.47
2/9/2022,416.96
2/10/2022,406.36
2/11/2022,402.47
2/14/2022,398.59
2/15/2022,401.55
2/16/2022,402.6
2/17/2022,398.13
2/18/2022,395.86
2/22/2022,394.05
2/23/2022,387
2/24/2022,394.09
2/25/2022,403.41
2/28/2022,396.83
3/1/2022,395.4
3/2/2022,402.51
3/3/2022,405.57
3/4/2022,407.65
3/7/2022,399.42
3/8/2022,397.19
3/9/2022,403.23
3/10/2022,404.24
3/11/2022,400.57
3/14/2022,397.23
3/15/2022,400.17
3/16/2022,404.8
3/17/2022,410.57
3/18/2022,411.65
3/21/2022,409.2
3/22/2022,410.36
3/23/2022,406.01
3/24/2022,408.52
3/25/2022,413.26
3/28/2022,417.9
3/29/2022,429.81
3/30/2022,426.29
3/31/2022,420.81
4/1/2022,428.75
4/4/2022,426.95
4/5/2022,425.52
4/6/2022,430.74
4/7/2022,426.97
4/8/2022,427.79
4/11/2022,423.17
4/12/2022,421.98
4/13/2022,424.48
4/14/2022,422.42
4/18/2022,420.8
4/19/2022,429.76
4/20/2022,436.96
4/21/2022,434
4/22/2022,426.33
4/25/2022,425.19
4/26/2022,418.12
4/27/2022,415.65
4/28/2022,423.49
4/29/2022,403.64
5/2/2022,394.47
5/3/2022,399.78
5/4/2022,404.26
5/5/2022,393.61
5/6/2022,388.95
5/9/2022,372.01
5/10/2022,365.04
5/11/2022,363.96
5/12/2022,366.94
5/13/2022,376.7
5/16/2022,374.07
5/17/2022,378.47
5/18/2022,367.26
5/19/2022,366.24
5/20/2022,369.47
5/23/2022,373.71
5/24/2022,377.05
5/25/2022,379.77
5/26/2022,380.18
5/27/2022,390.46
5/31/2022,385.6
6/1/2022,382.13
6/2/2022,387.69
6/3/2022,382.57
6/6/2022,381.3
6/7/2022,386.26
6/8/2022,377.27
6/9/2022,368.76
6/10/2022,360.74
6/13/2022,342.96
6/14/2022,339.61
6/15/2022,347.19
6/16/2022,338.17
6/17/2022,341
6/21/2022,346.39
6/22/2022,351.07
6/23/2022,358.03
6/24/2022,365.81
6/27/2022,364.92
6/28/2022,360.62
6/29/2022,357.66
6/30/2022,356.8
7/1/2022,363.56
7/5/2022,362.37
7/6/2022,362.06
7/7/2022,362.65
7/8/2022,360.78
7/11/2022,360.26
7/12/2022,358.26
7/13/2022,356.73
7/14/2022,353.22
7/15/2022,359.41
7/18/2022,356.25
7/19/2022,365.62
7/20/2022,364.46
7/21/2022,367.73
7/22/2022,369.88
7/25/2022,370.43
7/26/2022,370.73
7/27/2022,373.95
7/28/2022,386.15
7/29/2022,388.12
8/1/2022,384.92
8/2/2022,379.98
8/3/2022,381.13
8/4/2022,381.06
8/5/2022,382.03
8/8/2022,385.05
8/9/2022,387.38
8/10/2022,393.27
8/11/2022,391.74
8/12/2022,398.33
8/15/2022,399.88
8/16/2022,398.44
8/17/2022,396.62
8/18/2022,393.7
8/19/2022,389.83
8/22/2022,381.7
8/23/2022,376.77
8/24/2022,379.09
8/25/2022,384.85
8/26/2022,375.34
8/29/2022,372.17
8/30/2022,366.7
8/31/2022,365.28
9/1/2022,366.2
9/2/2022,361.14
9/6/2022,365.29
9/7/2022,372.47
9/8/2022,373.38
9/9/2022,376.79
9/12/2022,380.06
9/13/2022,366.06
9/14/2022,360.97
9/15/2022,353.83
9/16/2022,353.56
9/19/2022,353.14
9/20/2022,344.44
9/21/2022,339.16
9/22/2022,335.8
9/23/2022,331.37
9/26/2022,322.2
9/27/2022,317.92
9/28/2022,324.15
9/29/2022,314.05
9/30/2022,317.01
10/3/2022,322.78
10/4/2022,329.07
10/5/2022,322.67
10/6/2022,313.54
10/7/2022,305.79
10/10/2022,302.43
10/11/2022,305.83
10/12/2022,302.18
10/13/2022,307.22
10/14/2022,299.51
10/17/2022,310.47
10/18/2022,314.03
10/19/2022,306.09
10/20/2022,304.78
10/21/2022,306.81
10/24/2022,306.57
10/25/2022,318.82
10/26/2022,319.27
10/27/2022,319.75
10/28/2022,327.09
10/31/2022,326.46
11/1/2022,325.94
11/2/2022,317.28
11/3/2022,317.04
11/4/2022,321.26
11/7/2022,321.36
11/8/2022,322.84
11/9/2022,319.6
11/10/2022,343.16
11/11/2022,342.68
11/14/2022,334.08
11/15/2022,337.77
11/16/2022,334.72
11/17/2022,332.17
11/18/2022,336.12
11/21/2022,338.2
11/22/2022,339.95
11/23/2022,340.35
11/25/2022,342.63
11/28/2022,333.3
11/29/2022,338.68
11/30/2022,346.51
12/1/2022,345.77
12/2/2022,344.87
12/5/2022,338.55
12/6/2022,335.7
12/7/2022,336.27
12/8/2022,338.6
12/9/2022,337.85
12/12/2022,340.54
12/13/2022,346.76
12/14/2022,343.76
12/15/2022,339.02
12/16/2022,330.1
12/19/2022,326.34
12/20/2022,325.39
12/21/2022,328.66
12/22/2022,327.48
12/23/2022,330.11
12/27/2022,329.8
12/28/2022,324.33
12/29/2022,330.75
12/30/2022,327.76
1/3/2023,328.43
1/4/2023,335.58
1/5/2023,326.55
1/6/2023,335.56
1/9/2023,335.52
1/10/2023,336.54
1/11/2023,348.44
1/12/2023,352.22
1/13/2023,350.28
1/17/2023,350.71
1/18/2023,345.74
1/19/2023,344.01
1/20/2023,348.24
1/23/2023,349.54
1/24/2023,350.47
1/25/2023,350.21
1/26/2023,354.12
1/27/2023,357.68
1/30/2023,353.25
1/31/2023,360.2
2/1/2023,362.61
2/2/2023,370.45
2/3/2023,363.15
2/6/2023,360.63
2/7/2023,360.1
2/8/2023,358.55
2/9/2023,354.36
2/10/2023,355.68
2/13/2023,358.76
2/14/2023,355.5
2/15/2023,357.06
2/16/2023,353.84
2/17/2023,352.45
2/21/2023,345.51
2/22/2023,341.79
,
,
,
,
